name,fide_id,date_of_birth,birthplace,died,title_year,federation,gender,notes,links,latitude,longitude
"Amin, Bassem",10601457,1988-09-09,Tanta,NA,2006,Egypt,Male,NA,https://ratings.fide.com/profile/10601457,23.0794062346628,79.6928707304528
"Haslinger, Stewart G.",405248,1981-11-25,"Ainsdale, England",NA,2007,England,Male,NA,https://ratings.fide.com/profile/405248,53.5849999857683,-3.0560874802576
"Plaskett, H. James",400238,1960-03-18,Akrotiri and Dhekelia,NA,1985,England,Male,NA,https://ratings.fide.com/profile/400238,34.6239814178878,32.9650642806287
"Cherniaev, Alexander",4117301,1969-08-26,"Arkhangelsk, Russia",NA,2004,England,Male,NA,https://ratings.fide.com/profile/4117301,64.5389983799235,40.5173294056335
"Watson, William N.",400157,1962-04-18,"Baghdad, Iraq",NA,1990,England,Male,NA,https://ratings.fide.com/profile/400157,33.31978357178,44.3795711959839
"King, Daniel J.",400068,1963-08-28,Beckenham,NA,1989,England,Male,NA,https://ratings.fide.com/profile/400068,51.4319522045423,-0.0124126995332345
"Arkell, Keith C.",400270,1961-01-08,Birmingham,NA,1995,England,Male,NA,https://ratings.fide.com/profile/400270,52.4660644040297,-1.89805437321082
"Howell, James C.",400297,1967-05-17,London,NA,1995,England,Male,NA,https://ratings.fide.com/profile/400297,51.5298677217138,-0.156621195621416
"Mestel, A. Jonathan",400122,1957-03-13,Cambridge,NA,1982,England,Male,NA,https://ratings.fide.com/profile/400122,52.1940441838003,0.117718413714868
"Sadler, Matthew D.",400173,1974-05-15,"Chatham, England",NA,1993,England,Male,NA,https://ratings.fide.com/profile/400173,51.3984263852276,0.533591549879514
"Penrose, Jonathan",400360,1933-10-07,Colchester,2021-11-30,1993,England,Male,Honorary,https://ratings.fide.com/profile/400360,51.8745696011671,0.87856504577989
"Hawkins, Jonathan",412686,1983-05-01,Consett,NA,2014,England,Male,NA,https://ratings.fide.com/profile/412686,54.8764269951541,-1.81909220269263
"Howell, David W. L.",410608,1990-11-14,Eastbourne,NA,2007,England,Male,NA,https://ratings.fide.com/profile/410608,50.7643878608844,0.298293845591126
"Miles, Anthony J.",403385,1955-04-23,Birmingham,2001-11-12,1976,England,Male,NA,https://ratings.fide.com/profile/403385,52.4717504664737,-1.9236141614407
"Haria, Ravi",415820,1999-02-07,Elstree,NA,2022,England,Male,IM,https://ratings.fide.com/profile/415820,51.6686940355159,-0.278104836082326
"Norwood, David R.",400106,1968-10-03,Farnworth,NA,1989,Andorra,Male,NA,https://ratings.fide.com/profile/400106,53.3836092723608,-2.75399112783786
"McDonald, Neil",400629,1967-01-21,Gravesend,NA,1996,England,Male,NA,https://ratings.fide.com/profile/400629,51.4146017140028,0.360961284588988
"Williams, Simon K.",404454,1979-11-30,Guildford,NA,2008,England,Male,NA,https://ratings.fide.com/profile/404454,51.2431416369917,-0.590634303242239
"Gormally, Daniel W.",406465,1976-05-04,Hertfordshire,NA,2005,England,Male,NA,https://ratings.fide.com/profile/406465,51.8526296216132,-0.0889452035407394
"Conquest, Stuart C.",400181,1967-03-01,Ilford,NA,1991,England,Male,NA,https://ratings.fide.com/profile/400181,51.5322807624952,0.0796209828270838
"Pert, Nicholas",403989,1981-01-22,Ipswich,NA,2004,England,Male,NA,https://ratings.fide.com/profile/403989,52.0334411454477,1.14741115528115
"Jones, Gawain C. B.",409561,1987-12-11,Keighley,NA,2007,England,Male,NA,https://ratings.fide.com/profile/409561,53.8899689483777,-1.90454047680383
"Flear, Glenn C.",400165,1959-02-12,"Leicester, UK",NA,1987,England,Male,NA,https://ratings.fide.com/profile/400165,52.6472583195789,-1.16025227213478
"Hebden, Mark L.",400084,1958-02-15,"Leicester, UK",NA,1992,England,Male,NA,https://ratings.fide.com/profile/400084,52.6252843396587,-1.15483894906672
"Short, Nigel D.",400025,1965-06-01,Leigh,NA,1984,England,Male,NA,https://ratings.fide.com/profile/400025,53.5236833101623,-2.53373838633363
"Mieses, Jacques",NA,1865-02-27,Leipzig,1954-02-23,1950,England,Male,Honorary,https://ratings.fide.com/profile/NA,51.3339018102102,12.3966804610834
"Turner, Matthew J.",402893,1975-12-11,Lincolnshire,NA,2002,Scotland,Male,NA,https://ratings.fide.com/profile/402893,53.1976255712587,-0.205467459991129
"Golombek, Harry",NA,1911-03-01,London,1995-01-07,1985,England,Male,Honorary,https://ratings.fide.com/profile/NA,51.496210633015,-0.153065166565217
"Hodgson, Julian M.",400076,1963-07-25,London,NA,1988,England,Male,NA,https://ratings.fide.com/profile/400076,51.5355524706158,-0.144927138917707
"Keene, Raymond D.",400211,1948-01-29,London,NA,1976,England,Male,NA,https://ratings.fide.com/profile/400211,51.5226917879253,-0.131272999135405
"Kosten, Anthony C.",400114,1958-07-24,London,NA,1990,England,Male,later France,https://ratings.fide.com/profile/400114,51.5102051938061,-0.137133034769073
"Kumaran, Dharshan",401978,1975-06-07,London,NA,1997,England,Male,NA,https://ratings.fide.com/profile/401978,51.5278194742852,-0.156228801392578
"Levitt, Jonathan P.",400220,1963-06-03,London,NA,1990,England,Male,NA,https://ratings.fide.com/profile/400220,51.5159635017595,-0.129990014060028
"McShane, Luke J.",404853,1984-01-07,London,NA,2000,England,Male,NA,https://ratings.fide.com/profile/404853,51.5301588831159,-0.144249669218995
"Nunn, John D. M.",400017,1955-04-25,London,NA,1978,England,Male,NA,https://ratings.fide.com/profile/400017,51.494765823634,-0.117468935072981
"Speelman, Jon S.",400033,1956-10-02,London,NA,1980,England,Male,NA,https://ratings.fide.com/profile/400033,51.487814220322,-0.108941910368018
"Stean, Michael F.",400130,1953-09-04,London,NA,1977,England,Male,NA,https://ratings.fide.com/profile/400130,51.5107407909927,-0.152905066403188
"Summerscale, Aaron P.",400980,1969-08-26,London,NA,1997,England,Male,NA,https://ratings.fide.com/profile/400980,51.483234630522,-0.101226535983011
"Ward, Chris G",400203,1968-03-26,London,NA,1996,England,Male,NA,https://ratings.fide.com/profile/400203,51.5205993077966,-0.126816611395776
"Emms, John M.",400254,1967-03-14,Norwich,NA,1995,England,Male,NA,https://ratings.fide.com/profile/400254,52.6345753083686,1.30630408970193
"Parker, Jonathan F.",400580,1976-05-19,Nottingham,NA,2001,England,Male,NA,https://ratings.fide.com/profile/400580,52.9300330924558,-1.12108865960826
"Gordon, Stephen J.",411477,1986-09-04,Manchester,NA,2009,England,Male,NA,https://ratings.fide.com/profile/411477,53.4955291411479,-2.22956412071026
"Wells, Peter K.",400327,1965-04-17,Portsmouth,NA,1994,England,Male,NA,https://ratings.fide.com/profile/400327,50.8197178225466,-1.115839189855
"Davies, Nigel R",404420,1960-07-31,Southport,NA,1993,England,Male,later Wales and England,https://ratings.fide.com/profile/404420,53.6309299651321,-2.98689582062362
"Fernandez, Daniel Howard",5801605,1995-03-05,Stockport,NA,2017,England,Male,NA,https://ratings.fide.com/profile/5801605,53.433861398512,-2.13129321467898
"Adams, Michael",400041,1971-11-17,Truro,NA,1989,England,Male,NA,https://ratings.fide.com/profile/400041,50.2517192859647,-5.03460557156309
"Ladva, Ottomar",4500024,1997-06-17,Haapsalu,NA,2016,Estonia,Male,NA,https://ratings.fide.com/profile/4500024,58.9625819838904,23.5253098986588
"Volodin, Aleksandr",4501950,1990-12-10,Kohtla-Jarve,NA,2011,Estonia,Male,IM,https://ratings.fide.com/profile/4501950,59.4146873204885,27.2990157002178
"Shvyrjov, Igor",4500490,1955-05-24,"Luhansk, Ukraine",NA,2005,Estonia,Male,NA,https://ratings.fide.com/profile/4500490,49.2618052251988,38.9246133553982
"Kulaots, Kaido",4500261,1976-02-28,Parnu,NA,2001,Estonia,Male,NA,https://ratings.fide.com/profile/4500261,58.3650232110664,24.5324778678318
"Rychagov, Mikhail",4500040,1967-11-12,Tallinn,NA,1997,Estonia,Male,also Rytshagov,https://ratings.fide.com/profile/4500040,59.4471217999245,24.7717480487932
"Kanep, Meelis",4501047,1983-05-27,Voru,NA,2006,Estonia,Male,NA,https://ratings.fide.com/profile/4501047,57.8182991682584,27.0162799537168
"Ziska, Helgi Dam",7200595,1990-07-27,Torshavn,NA,2017,Faroe Islands,Male,NA,https://ratings.fide.com/profile/7200595,62.0151117778784,-6.78227869231906
"Gonzalez Pérez, Arian",3507777,1988-08-17,"Santa Clara, Cuba",NA,2018,Spain,Male,NA,https://ratings.fide.com/profile/3507777,22.4172222823633,-79.9435916431557
"Book, Eero",NA,1910-02-09,Helsinki,1990-01-07,1984,Finland,Male,Honorary,https://ratings.fide.com/profile/NA,60.194781799258,24.9335825967678
"Westerinen, Heikki M. J.",500020,1944-04-27,Helsinki,NA,1975,Finland,Male,NA,https://ratings.fide.com/profile/500020,60.1822278378413,24.9148273394844
"Nyback, Tomi",503142,1985-04-03,Jarvenpaa,NA,2003,Finland,Male,NA,https://ratings.fide.com/profile/503142,60.4581462659052,25.1159083567639
"Rantanen, Yrjo",500038,1950-04-23,Tampere,2021-01-14,1981,Finland,Male,NA,https://ratings.fide.com/profile/500038,61.5185568578327,23.7799650016434
"Kallio, Heikki",501778,1980-10-15,Vaasa,NA,2001,Finland,Male,NA,https://ratings.fide.com/profile/501778,63.0868444365743,21.6051621373731
"Yrjola, Jouni",500011,1959-10-24,Vilppula,NA,1990,Finland,Male,NA,https://ratings.fide.com/profile/500011,62.0276284657681,24.49189250379
"Maurizzi, Marc Andria",36083534,2007-05-16,Bastia,NA,2021,France,Male,IM,https://ratings.fide.com/profile/36083534,42.7237366446646,9.42323705953891
"Cornette, Matthieu",620084,1985-09-04,Begles,NA,2008,France,Male,NA,https://ratings.fide.com/profile/620084,44.8247722236584,-0.563726815397908
"Guidarelli, Laurent",611123,1981-06-18,Carpentras,NA,2014,France,Male,NA,https://ratings.fide.com/profile/611123,44.071000881581,5.05311034972967
"Chabanon, Jean-Luc",600075,1971-08-13,Clermont-Ferrand,NA,2001,France,Male,NA,https://ratings.fide.com/profile/600075,45.8028206887675,3.08855868218605
"Kouatly, Bachar",600032,1958-03-03,Damascus,NA,1989,France,Male,NA,https://ratings.fide.com/profile/600032,33.5364373589994,36.3289373551751
"Fressinet, Laurent",608742,1981-11-30,"Dax, Landes",NA,2000,France,Male,NA,https://ratings.fide.com/profile/608742,43.7223181198197,-1.06339905635252
"Bauer, Christian",603767,1977-01-11,Forbach,NA,1997,France,Male,NA,https://ratings.fide.com/profile/603767,49.1716112235763,6.90708211774445
"Miralles, Gilles",600059,1966-02-08,Grasse,2022-01-28,1997,France,Male,[obit 29],https://ratings.fide.com/profile/600059,43.6527676229362,6.94192298511917
"Le Roux, Jean-Pierre",609404,1982-05-18,Guingamp,NA,2010,France,Male,[note 58],https://ratings.fide.com/profile/609404,48.5386153536134,-3.12091458832759
"Abergel, Thal",614890,1982-10-13,Haifa,NA,2008,France,Male,NA,https://ratings.fide.com/profile/614890,32.7980666926691,34.989494960652
"Velten, Paul",681091,1993-08-10,Hanoi,NA,2018,France,Male,NA,https://ratings.fide.com/profile/681091,21.05573963154,105.859472111923
"Okhotnik, Vladimir",14101289,1950-02-28,Kyiv,NA,2011,France,Male,winner 21st World Senior Chess Championship[note 72],https://ratings.fide.com/profile/14101289,50.4398533603412,30.5286518787623
"Charnushevich, Aliaksei",13500767,1978-12-18,Lida,NA,2012,France,Male,NA,https://ratings.fide.com/profile/13500767,2.47428482228159,19.5625271169417
"Bacrot, Étienne",605506,1983-01-22,Lille,NA,1997,France,Male,NA,https://ratings.fide.com/profile/605506,50.6448286987527,3.06007659822557
"Apicella, Manuel",600164,1970-04-19,Longjumeau,NA,1995,France,Male,NA,https://ratings.fide.com/profile/600164,48.6772200756425,2.32103781714046
"Delorme, Axel",632023,1990-05-08,Lyon,NA,2017,France,Male,NA,https://ratings.fide.com/profile/632023,45.7628762524204,4.82850515915527
"Gozzoli, Yannick",616915,1983-06-02,Marseille,NA,2012,France,Male,NA,https://ratings.fide.com/profile/616915,43.2873097636727,5.37180243018862
"Vaisser, Anatoly",603252,1949-03-05,"Moscow, Russia",NA,1985,France,Male,NA,https://ratings.fide.com/profile/603252,55.7572955699779,37.640050705069
"Riff, Jean-Noel",611190,1981-04-22,Mulhouse,NA,2014,France,Male,[note 83],https://ratings.fide.com/profile/611190,47.7182188422329,7.31942311985186
"Bailet, Pierre",655830,1988-10-15,Nice,NA,2022,France,Male,IM,https://ratings.fide.com/profile/655830,43.7041759162852,7.2558782646745
"Laurent-Paoli, Pierre",26017962,2000-01-01,Nice,NA,2023,France,Male,NA,https://ratings.fide.com/profile/26017962,43.6971723958281,7.25644727661139
"Lagarde, Maxime",662399,1994-03-16,Niort,NA,2013,France,Male,NA,https://ratings.fide.com/profile/662399,46.3027832817896,-0.440408661102976
"Vachier-Lagrave, Maxime",623539,1990-10-21,Nogent-sur-Marne,NA,2005,France,Male,NA,https://ratings.fide.com/profile/623539,48.8385372937809,2.48428435333947
"Lautier, Joel",600016,1973-04-12,Ontario,NA,1990,France,Male,NA,https://ratings.fide.com/profile/600016,49.9839891571101,-85.9935844981736
"Flom, Gabriel",621650,1986-01-27,Paris,NA,2020,France,Male,NA,https://ratings.fide.com/profile/621650,48.8698656332857,2.36851254406487
"Mazé, Sébastien",613762,1984-02-08,Paris,NA,2007,France,Male,NA,https://ratings.fide.com/profile/613762,48.8786162995306,2.33527508632382
"Moussard, Jules",642908,1995-01-16,Paris,NA,2016,France,Male,NA,https://ratings.fide.com/profile/642908,48.8497391701108,2.3265959239575
"Nataf, Igor-Alexandre",605492,1978-05-02,Paris,NA,1998,France,Male,NA,https://ratings.fide.com/profile/605492,48.8672579924614,2.33331997072426
"Prié, Éric",600172,1962-03-14,Paris,NA,1995,France,Male,NA,https://ratings.fide.com/profile/600172,48.8535740158279,2.32490673239445
"Renet, Olivier",600040,1964-12-21,Paris,NA,1990,France,Male,NA,https://ratings.fide.com/profile/600040,48.8290361444411,2.34572941350387
"Sebag, Marie",617822,1986-10-15,Paris,NA,2008,France,Female,NA,https://ratings.fide.com/profile/617822,48.8513100004979,2.31916548045454
"Sochacki, Christophe",662569,1994-06-19,Paris,NA,2022,France,Male,IM,https://ratings.fide.com/profile/662569,48.8806591929626,2.33922761823618
"Édouard, Romain",633429,1990-11-28,Poitiers,NA,2009,France,Male,NA,https://ratings.fide.com/profile/633429,46.589738816882,0.362533885177694
"Relange, Éloi",600822,1976-07-01,Reims,NA,1998,France,Male,NA,https://ratings.fide.com/profile/600822,49.2812748356959,4.02895542412347
"Tartakower, Savielly",NA,1887-02-21,Rostov-on-Don,1956-02-05,1950,France,Male,Honorary,https://ratings.fide.com/profile/NA,47.2008910352042,39.7326498817378
"Hauchard, Arnaud",600113,1971-11-15,Rouen,NA,2000,France,Male,NA,https://ratings.fide.com/profile/600113,49.4413636541892,1.07787040831579
"Vernay, Clovis",633046,1989-07-15,Saint-Chamond,NA,2022,Switzerland,Male,NA,https://ratings.fide.com/profile/633046,45.4689487974267,4.51404642873219
"Demuth, Adrien",642274,1991-04-14,"Saint-Denis, Reunion",NA,2015,France,Male,NA,https://ratings.fide.com/profile/642274,-20.8571083672538,55.4664193008671
"Libiszewski, Fabien",616834,1984-01-05,Saint-etienne,NA,2009,France,Male,NA,https://ratings.fide.com/profile/616834,45.455182378898,4.39625801120212
"Fargere, François",615935,1985-09-01,"Saint-Remy, Saone-et-Loire",NA,2009,France,Male,NA,https://ratings.fide.com/profile/615935,46.76279036131,4.84668978211351
"Dourerassou, Jonathan",628050,1989-04-10,Sarcelles,NA,2016,France,Male,NA,https://ratings.fide.com/profile/628050,48.9946130483777,2.39912415365697
"Bellahcene, Bilel",696358,1998-03-14,Strasbourg,NA,2018,Algeria,Male,NA,https://ratings.fide.com/profile/696358,48.6050496370214,7.7708036679383
"Fontaine, Robert",605590,1980-11-18,Suresnes,NA,2002,Switzerland,Male,NA,https://ratings.fide.com/profile/605590,48.8838670888946,2.25347714316808
"Marcelin, Cyril",607274,1979-03-16,Suresnes,NA,2002,France,Male,NA,https://ratings.fide.com/profile/607274,48.8976736846829,2.23577764555589
"Feller, Sébastien",634654,1991-03-11,Thionville,NA,2007,France,Male,NA,https://ratings.fide.com/profile/634654,49.3390716089469,6.192998728931
"Wirig, Anthony",615013,1983-02-03,Thionville,NA,2011,France,Male,NA,https://ratings.fide.com/profile/615013,49.345393295835,6.16484366125618
"Marciano, David",600423,1969-07-04,Toulouse,NA,1998,Monaco,Male,NA,https://ratings.fide.com/profile/600423,43.6290661482346,1.45460445585879
"Santo-Roman, Marc",600083,1960-09-13,Toulouse,NA,1996,France,Male,NA,https://ratings.fide.com/profile/600083,43.5846202932038,1.44510432044263
"Degraeve, Jean-Marc",600270,1971-01-26,Tourcoing,NA,1998,France,Male,NA,https://ratings.fide.com/profile/600270,50.7436655343491,3.13885493720717
"Bricard, Emmanuel",600245,1966-05-04,Versailles,NA,2005,France,Male,NA,https://ratings.fide.com/profile/600245,48.7966899095099,2.13451550729946
"Gharamian, Tigran",13301527,1984-07-24,Yerevan,NA,2009,France,Male,NA,https://ratings.fide.com/profile/13301527,40.1986185957894,44.4908560565784
"Anic, Darko",602612,1957-04-30,Zadar,NA,1999,France,Male,FIDE Golden Book  Di Felice,https://ratings.fide.com/profile/602612,44.136815069716,15.2422735357723
"Bernstein, Ossip",NA,1882-10-02,Zhytomyr,1962-11-30,1950,France,Male,Honorary,https://ratings.fide.com/profile/NA,50.935693991242,28.40832444867
"Batsiashvili, Nino",13602993,1987-01-01,Batumi,NA,2018,Georgia,Female,NA,https://ratings.fide.com/profile/13602993,41.6738549057359,41.6342897064886
"Maghalashvili, Davit",13602276,1987-06-27,Broder,NA,2014,Georgia,Male,NA,https://ratings.fide.com/profile/13602276,44.7636650118313,-88.6026609906847
"Jobava, Baadur",13601520,1983-11-26,Gali,NA,2001,Georgia,Male,NA,https://ratings.fide.com/profile/13601520,52.2862121442867,-3.74416504382931
"Paichadze, Luka",13602934,1991-03-06,Georgia,NA,2012,Georgia,Male,NA,https://ratings.fide.com/profile/13602934,32.3039127987966,-83.1093581208908
"Izoria, Zviad",13601733,1984-01-06,"Khoni, Georgia",NA,2002,United States,Male,FIDE Golden Book,https://ratings.fide.com/profile/13601733,42.3356652419738,42.4213963405243
"Benidze, Davit",13603086,1991-02-15,Kutaisi,NA,2013,Georgia,Male,NA,https://ratings.fide.com/profile/13603086,42.254808807291,42.6361521585867
"Dzagnidze, Nana",13601903,1987-01-01,Kutaisi,NA,2008,Georgia,Female,NA,https://ratings.fide.com/profile/13601903,42.2604114374862,42.69074690236
"Kekelidze, Mikheil",13600818,1974-09-14,Kutaisi,NA,2000,Georgia,Male,NA,https://ratings.fide.com/profile/13600818,42.2394304957911,42.665668972826
"Quparadze, Giga",13602250,1987-08-23,Kutaisi,NA,2017,Georgia,Male,NA,https://ratings.fide.com/profile/13602250,42.2433320721862,42.6399121316405
"Jojua, Davit",13602543,1989-06-08,Samtredia,NA,2009,Georgia,Male,NA,https://ratings.fide.com/profile/13602543,42.167195302884,42.3566887731517
"Aroshidze, Levan",13601865,1985-07-09,Tbilisi,NA,2006,Spain,Male,NA,https://ratings.fide.com/profile/13601865,41.6670624164011,44.8149929736405
"Arutinian, David",13601741,1984-05-31,Tbilisi,NA,2006,Georgia,Male,NA,https://ratings.fide.com/profile/13601741,41.7060638741901,44.7757279949066
"Bagaturov, Giorgi",13600133,1964-11-28,Tbilisi,NA,1999,Georgia,Male,NA,https://ratings.fide.com/profile/13600133,41.6740466461316,44.7885859103956
"Efimov, Igor",806404,1960-09-16,Tbilisi,NA,1992,Monaco,Male,NA,https://ratings.fide.com/profile/806404,41.6921233017821,44.8301393920499
"Gagunashvili, Merab",13601652,1985-01-03,Tbilisi,NA,2002,Georgia,Male,NA,https://ratings.fide.com/profile/13601652,41.6767373695536,44.8121227733594
"Gaprindashvili, Valeriane",13601091,1982-01-16,Tbilisi,NA,2001,Georgia,Male,FIDE Golden Book[note 33],https://ratings.fide.com/profile/13601091,41.7032681533074,44.7946794916819
"Gelashvili, Tamaz",13600702,1978-04-08,Tbilisi,NA,1999,Georgia,Male,NA,https://ratings.fide.com/profile/13600702,41.7128991648354,44.8128088523763
"Giorgadze, Giorgi",13600044,1964-10-10,Tbilisi,NA,1993,Georgia,Male,NA,https://ratings.fide.com/profile/13600044,41.6695012123216,44.785799107327
"Kacharava, Nikolozi",13611860,2004-03-03,Tbilisi,NA,2023,Georgia,Male,IM,https://ratings.fide.com/profile/13611860,41.6957806932632,44.7968758872653
"Kacheishvili, Giorgi",13600613,1977-02-10,Tbilisi,NA,1997,Georgia,Male,NA,https://ratings.fide.com/profile/13600613,41.6935157740427,44.779028133232
"Lomsadze, Davit",13603450,1991-02-12,Tbilisi,NA,2016,Georgia,Male,NA,https://ratings.fide.com/profile/13603450,41.7061559762046,44.8304614828982
"Margvelashvili, Giorgi",13602926,1990-02-09,Tbilisi,NA,2010,Georgia,Male,NA,https://ratings.fide.com/profile/13602926,41.6837892566513,44.8024571056095
"Mchedlishvili, Mikheil",13600966,1979-06-04,Tbilisi,NA,2002,Georgia,Male,NA,https://ratings.fide.com/profile/13600966,41.6668747764485,44.8213070215274
"Pantsulaia, Levan",13602071,1986-02-26,Tbilisi,NA,2005,Georgia,Male,NA,https://ratings.fide.com/profile/13602071,41.6740488007696,44.8201940395114
"Qashashvili, Alexandre",13600842,1975-09-02,Tbilisi,NA,2017,Georgia,Male,NA,https://ratings.fide.com/profile/13600842,41.6968587375231,44.8114375626937
"Sanikidze, Tornike",13602608,1989-01-01,Tbilisi,NA,2008,Georgia,Male,NA,https://ratings.fide.com/profile/13602608,41.6749670087298,44.7797640478461
"Shanava, Konstantine",13601784,1985-05-05,Tbilisi,NA,2006,Georgia,Male,NA,https://ratings.fide.com/profile/13601784,41.7106328888362,44.805592080363
"Shengelia, David",13601270,1980-03-06,Tbilisi,NA,2005,Austria,Male,NA,https://ratings.fide.com/profile/13601270,41.6822873476366,44.8057500965045
"Sturua, Zurab",13600095,1959-06-08,Tbilisi,NA,1991,Georgia,Male,NA,https://ratings.fide.com/profile/13600095,41.7145680523835,44.7968384490478
"Khotenashvili, Bella",13602640,1988-06-01,Telavi,NA,2013,Georgia,Female,NA,https://ratings.fide.com/profile/13602640,41.9268431937272,45.4729001396497
"Svane, Rasmus",4657101,1997-05-21,Allerod Municipality,NA,2016,Germany,Male,NA,https://ratings.fide.com/profile/4657101,55.866051189366,12.3428234488884
"Braun, Arik",4663527,1988-02-08,Aresing,NA,2008,Germany,Male,NA,https://ratings.fide.com/profile/4663527,48.5491134087055,11.3231159288889
"Bezold, Michael",4601718,1972-05-23,Bayreuth,NA,1998,Germany,Male,NA,https://ratings.fide.com/profile/4601718,49.9539839111451,11.556534982232
"Rabiega, Robert",4601475,1971-02-01,Berlin,NA,2002,Germany,Male,NA,https://ratings.fide.com/profile/4601475,52.5462560269233,13.4145308936075
"Richter, Michael",4618920,1978-07-20,Berlin,NA,2015,Germany,Male,NA,https://ratings.fide.com/profile/4618920,52.5133939890932,13.3625679420088
"MuSe, Mladen",4600304,1963-01-20,Bjelovar,NA,2001,Croatia,Male,NA,https://ratings.fide.com/profile/4600304,45.920039973162,16.8404804129541
"Hoffmann, Michael",4601297,1970-09-19,Bochum,NA,2009,Germany,Male,NA,https://ratings.fide.com/profile/4601297,51.5062115200771,7.19474846636991
"Kollars, Dmitrij",12909572,1999-08-13,Bremen,NA,2017,Germany,Male,NA,https://ratings.fide.com/profile/12909572,53.1039905911814,8.83459562835957
"Holzke, Frank",4600428,1971-07-08,Cologne,NA,2008,Germany,Male,NA,https://ratings.fide.com/profile/4600428,43.6971991231495,1.00024967745351
"Sprenger, Jan Michael",4646258,1982-11-26,Cologne,NA,2018,Germany,Male,NA,https://ratings.fide.com/profile/4646258,43.7156438715725,0.992786087141688
"Milov, Leonid",14101068,1966-02-06,Dniepropetrovsk,NA,2012,Germany,Male,NA,https://ratings.fide.com/profile/14101068,48.6509140680333,34.9562447501
"Schmittdiel, Eckhard",4600096,1960-05-13,Dortmund,NA,1994,Germany,Male,NA,https://ratings.fide.com/profile/4600096,51.5241560750898,7.45770253542784
"Maiwald, Jens-Uwe",4612396,1974-05-06,Dresden,NA,1999,Germany,Male,NA,https://ratings.fide.com/profile/4612396,51.0297659616772,13.7200080004633
"Stern, René",4611799,1972-02-15,Dresden,NA,2014,Germany,Male,[note 93],https://ratings.fide.com/profile/4611799,51.0480298217287,13.7247793943874
"Schebler, Gerhard",4603338,1969-10-03,Duisburg,NA,2004,Germany,Male,NA,https://ratings.fide.com/profile/4603338,51.4111071818212,6.75121953324982
"Kramer, Martin",4671910,1987-12-23,Erfurt,NA,2012,Germany,Male,NA,https://ratings.fide.com/profile/4671910,51.0016800711476,11.0335729346808
"Luther, Thomas",4611420,1969-11-04,Erfurt,NA,1994,Germany,Male,NA,https://ratings.fide.com/profile/4611420,50.988373031815,11.0579941093421
"Pahtz, Elisabeth",4641833,1985-01-08,Erfurt,NA,2022,Germany,Female,"decision at FIDE council meeting, Nov 2022",https://ratings.fide.com/profile/4641833,50.9542170264232,11.042201217889
"Pahtz, Thomas",4611349,1956-09-04,Erfurt,NA,1990,Germany,Male,[note 76],https://ratings.fide.com/profile/4611349,50.9875653605382,10.998900036012
"Mohr, Stefan",4600290,1967-10-22,Frankfurt,NA,1989,Germany,Male,NA,https://ratings.fide.com/profile/4600290,50.1204730507977,8.67950743987994
"Enders, Peter",4611314,1963-02-02,Glauchau,NA,1997,Germany,Male,NA,https://ratings.fide.com/profile/4611314,50.8268004185169,12.5548773005037
"Mainka, Romuald",4600258,1963-05-15,Gliwice,NA,1993,Germany,Male,NA,https://ratings.fide.com/profile/4600258,50.3059260578544,18.6707409714994
"Vogt, Lothar",4611292,1952-01-17,Gorlitz,NA,1976,Germany,Male,NA,https://ratings.fide.com/profile/4611292,51.1390321724628,15.016770812312
"Espig, Lutz",4611276,1949-01-05,Greiz,NA,1983,Germany,Male,NA,https://ratings.fide.com/profile/4611276,50.7725341324496,12.0864426444708
"Engel, Luis",12961523,2002-10-14,Hamburg,NA,2020,Germany,Male,NA,https://ratings.fide.com/profile/12961523,53.5914708759845,9.9532916417919
"Gustafsson, Jan",4625498,1979-06-25,Hamburg,NA,2003,Germany,Male,NA,https://ratings.fide.com/profile/4625498,53.5920065225684,9.94125801241173
"Heinemann, Thies",4601556,1971-03-07,Hamburg,NA,2018,Germany,Male,NA,https://ratings.fide.com/profile/4601556,53.5947548293299,9.95149915724209
"Lampert, Jonas",1303759,1997-08-27,Hamburg,NA,2020,Germany,Male,NA,https://ratings.fide.com/profile/1303759,53.5578573717293,9.93328687816541
"Muller, Karsten",4600347,1970-11-23,Hamburg,NA,1998,Germany,Male,NA,https://ratings.fide.com/profile/4600347,53.5951159069664,9.95335838734786
"Teske, Henrik",4611500,1968-02-28,Hamburg,NA,1996,Germany,Male,NA,https://ratings.fide.com/profile/4611500,53.5560707627819,9.9436540348377
"Wahls, Matthias",4600070,1968-01-25,Hamburg,NA,1989,Germany,Male,[note 102],https://ratings.fide.com/profile/4600070,53.5524634855683,9.95512304444014
"Huschenbeth, Niclas",24604747,1992-02-29,Hann. Munden,NA,2012,Germany,Male,NA,https://ratings.fide.com/profile/24604747,51.4323895918336,9.66613345418732
"Handke, Florian",4634527,1982-03-22,Heidelberg,NA,2003,Germany,Male,NA,https://ratings.fide.com/profile/4634527,49.4269013771157,8.71991946439406
"Dottling, Fabian",4627253,1980-08-04,Heilbronn,NA,2003,Germany,Male,also spelled Doettling,https://ratings.fide.com/profile/4627253,49.1653940600518,9.19161394975774
"Siebrecht, Sebastian",4609352,1973-04-16,Herdecke,NA,2008,Germany,Male,NA,https://ratings.fide.com/profile/4609352,51.3816676111427,7.41513810778159
